Date,Close,RSI,RSI_change,MACD_diff,MACD_cross,BB_diff,realized_vol_5d,realized_vol_20d,vol_regime,close_to_SMA20,zscore_20d,dist_52w_high,dist_52w_low,Return_5d,Return_20d,CO_spread,vol_ratio,vol_up_confirm,vol_price_confirm,nifty_ret,rel_nifty,sentiment,sentiment_EMA,target
1996-02-01,4.125611305236816,51.77190522877677,5.923981457988603,,,0.27835324898904457,0.04842171983943241,0.03838802658020266,1.2613755942433438,0.034158017223988306,0.46262729141339565,,,0.19616165234455818,-0.09788992360976068,0.0505714193914664,1.6602701814079266,0.0,0.06669238967246058,,,0.0,0.0,1.0
1996-02-02,4.5732903480529785,63.76635620728937,11.994450978512603,,,0.25380628961316354,0.051686749218468,0.04593430167538995,1.125232066957927,0.14592554348815537,1.956114773006331,,,0.3259597510881993,0.006916954654387908,0.07973515135219285,1.9571051782869893,0.0,0.21236973337598034,,,0.0,0.0,1.0
1996-02-05,4.953649520874023,70.48315093567794,6.716794728388571,,,0.28302664322459525,0.05214522982311349,0.04829856624039543,1.0796434321377604,0.23206998195676826,2.594645713105272,,,0.33142345554718444,0.13612953370765557,0.026744213061174676,2.6004155661875723,1.0,0.2162757748733724,,,0.0,0.0,0.0
1996-02-06,4.538507461547852,57.873159713922206,-12.609991221755735,,,0.3223211488438288,0.07845732453401212,0.05190357205666541,1.5115977846063622,0.12456366502618416,1.339801076427645,,,0.11925819454918529,0.07180689787196903,-0.10528649556158944,2.422669432841359,0.0,-0.2030325264591741,,,0.0,0.0,1.0
1996-02-07,4.622660160064697,59.45661384097994,1.5834541270577347,,,0.3350704834788801,0.07436816859938657,0.051479635976283696,1.4446133347494425,0.13840494451889354,1.4146221497371398,,,0.16548802481201097,0.1204788376929633,0.0782518497971172,1.6468511389867264,0.0,0.03053580248031769,,,0.0,0.0,1.0
1996-02-08,5.026580810546875,66.05242292614497,6.59580908516503,,,0.3498006982319452,0.07834599872048584,0.054325539412147794,1.4421577690394143,0.22622155529345297,2.0562038105838765,,,0.21838448623757145,0.1814346218547671,0.07640565119007724,1.455981218362123,0.0,0.1272213099053407,,,0.0,0.0,1.0
1996-02-09,5.318301677703857,69.86544222512526,3.8130192989802936,,,0.3863354530302891,0.0706270857450727,0.055135919905145846,1.2809632244565319,0.28007783058570274,2.208002636007112,,,0.16290488312600981,0.2633260878676016,0.021551750936564504,1.670436429278811,0.0,0.09694485815434675,,,0.0,0.0,0.0
1996-02-12,4.985065937042236,61.383751888630876,-8.481690336494388,,,0.43702486703459636,0.07455722244500797,0.0574994739357756,1.2966592099309489,0.18815848848521505,1.4127492493164693,,,0.006342074875468784,0.19660649205464598,-0.03831173554112734,1.5327360106136652,0.0,-0.09603863238463398,,,0.0,0.0,1.0
1996-02-13,5.284641742706299,65.44509388532217,4.06134199669129,,,0.44960266447041425,0.05846977254256097,0.05850185031799232,0.9994516793014753,0.24310495964404252,1.6958168163027545,,,0.16440080521625489,0.2661290202808957,0.07045461099102839,1.5119482698474151,0.0,0.09086000602244118,,,0.0,0.0,
1996-02-14,5.288008213043213,65.4890186591793,0.04392477385712823,,,0.47812414602868025,0.060048372759188236,0.05725008476254244,1.0488783205868135,0.22544513342987882,1.5001272859614339,,,0.14393185523921437,0.31942928971149787,-0.024223655451575222,0.901946034920756,0.0,0.0005745658305500885,,,0.0,0.0,0.0
1996-02-15,5.203857898712158,63.32220540756479,-2.1668132516145064,0.10625364126794876,1.0,0.5016873998308498,0.05204822664959878,0.05684066964074795,0.9156863734815404,0.18795160497077193,1.2295208288826014,,,0.03526792761260622,0.33544529676365675,0.008260872190901597,0.9899822072128885,0.0,-0.015754006151812185,,,0.0,0.0,0.0
1996-02-16,5.111852645874023,60.94781196998231,-2.3743934375824765,0.08459118998244156,1.0,0.5151181602918714,0.044303850367148734,0.05684429651538148,0.7793895444754174,0.1500984157925186,0.9877704647948612,,,-0.03881860118904856,0.3352872930485564,-0.0008772549511656465,0.6934385758804662,0.0,-0.01226013329791102,,,0.0,0.0,1.0
1996-02-19,5.1634650230407715,61.8128589980019,0.865047028019589,0.06812082042915338,1.0,0.5138367566481391,0.03163169718000739,0.056859334811347195,0.55631493553271,0.14534594645506058,0.9628593839591697,,,0.035786705381952055,0.3262247856970255,-0.008189658447802377,0.7160392939639051,0.0,0.0072295687427739565,,,0.0,0.0,0.0
1996-02-20,4.890817642211914,54.89517567524224,-6.9176833227596575,0.03491938975171599,1.0,0.5259140394669336,0.02403833839629207,0.05746541537868376,0.4183096604781328,0.07105995014936276,0.49183354687710834,,,-0.07452238385656484,0.3117663925589067,-0.052391403517899886,0.8660812443223558,0.0,-0.04573184514580632,,,0.0,0.0,
1996-02-21,4.890817642211914,54.89517567524224,0.0,0.010291858492846223,1.0,0.49611009161219854,0.023935329690931494,0.05641203388970019,0.4242947477790133,0.05613833385441581,0.41771728387746504,,,-0.07511156466277846,0.358367435589777,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
1996-02-22,5.148879528045654,59.83003930567183,4.934863630429589,0.008774746616112605,1.0,0.42856040386547567,0.03864966737634184,0.05516440508995648,0.7006269226200466,0.09182627863860006,0.7651087924959366,,,-0.010564925433515393,0.49284355415945535,0.028923712981584047,0.837012025753339,0.0,0.04416457893812162,,,0.0,0.0,0.0
1996-02-23,5.09390115737915,58.36497349168054,-1.4650658139912949,0.0018248301231493236,1.0,0.37203318791849316,0.03803996075918108,0.05543610398902245,0.6861947002392847,0.061653108570943256,0.6085726816819077,,,-0.0035117382558674803,0.4769033664311104,-0.008733541938007993,0.7182257252251615,0.0,-0.007669023897056609,,,0.0,0.0,
1996-02-26,5.1051201820373535,58.58782409667208,0.2228506049915424,-0.003945532982136929,-1.0,0.3195519598394671,0.03767175068830911,0.0538703851129204,0.6993035340167603,0.04885821059796642,0.5683306569148558,,,-0.011299551898399152,0.37213517531061946,-0.008714515300041768,0.7218577552329425,0.0,0.0015898502356965002,,,0.0,0.0,0.0
1996-02-27,5.04677677154541,56.88269780511367,-1.7051262915584076,-0.01310440233970489,-1.0,0.28848784054852444,0.0265405623813534,0.051393899887975124,0.5164146414108423,0.026413392337507835,0.347773233647783,,,0.03188815055941485,0.24460437830506931,-0.017045376273134998,0.7441896555567837,0.0,-0.008504905077607785,,,0.0,0.0,1.0
1996-02-28,5.071460247039795,57.44695743555536,0.5642596304416898,-0.018578549222507262,-1.0,0.23054749495038523,0.026327051861724987,0.05080450826731055,0.5182030642478388,0.019970573247041885,0.3311038840252194,,,0.036935052182028194,0.27864173042569473,-0.014176731899301239,0.5993788110761223,0.0,0.0029315249841178645,,,0.0,0.0,0.0
1996-02-29,4.753931999206543,48.63045255240537,-8.816504883149989,-0.04325302805992312,-1.0,0.1900222047508893,0.02733324236465075,0.05311851533344212,0.5145709023128967,-0.04989374900459979,-1.0774358049347488,,,-0.07670552917151285,0.1522975984606625,-0.05424102824152369,0.9738255862995989,0.0,-0.060972011422822575,,,0.0,0.0,1.0
1996-03-01,4.780862331390381,49.34057574502733,0.7101231926219569,-0.05658730178217003,-1.0,0.17573611879687728,0.028984966596391607,0.047613461283329946,0.6087557135137243,-0.04648934065525758,-1.081654590415805,,,-0.06145365139943748,0.045387886519335785,-0.0021078146406758574,1.015864166846201,0.0,0.005754722505789419,,,0.0,0.0,0.0
1996-03-04,4.731493949890137,48.02979353238892,-1.3107822126384079,-0.06685498172456314,-1.0,0.18483508555500286,0.0279454466156616,0.04379514713726093,0.6380945936333116,-0.05424032161232549,-1.2097032369976592,,,-0.07318656933128453,-0.04484684878244871,-0.014719543621378102,0.9839024779908313,0.0,-0.010160023344232286,,,0.0,0.0,
1996-03-05,4.731493949890137,48.02979353238892,0.0,-0.07135938054589344,-1.0,0.17036377150383347,0.028742271135120935,0.03926902025004034,0.7319324737950754,-0.056060958602320715,-1.3591303756563922,,,-0.062472115555594177,0.04252201631865726,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
1996-03-06,4.8997931480407715,52.96957517951133,4.939781647122409,-0.061112234273328014,-1.0,0.14931645743361266,0.035787756448840795,0.039808934296617436,0.8989880558516152,-0.02517986662559296,-0.6744395833652314,,,-0.033849639085552385,0.059950975927288486,0.017948678834105142,0.8993361843574517,0.0,0.031989380161571435,,,0.0,0.0,1.0
1996-03-07,4.943552494049072,54.18884004088109,1.2192648613697585,-0.04996483293331949,-1.0,0.14871315601586949,0.017075348536637776,0.034657628514915814,0.49268658209804966,-0.015660893882359826,-0.4171038621191206,,,0.03988708607404945,-0.01651785172210718,-0.004968492684044572,1.409062769655666,0.0,0.01258413639551959,,,0.0,0.0,0.0
1996-03-08,4.917746543884277,53.31109084538024,-0.8777491955008472,-0.043163149079778196,-1.0,0.13979880939285955,0.018105201416611878,0.031828455508705035,0.5688369456588973,-0.01687873285608475,-0.4787966132933401,,,0.02863169926377851,-0.07531636189403179,0.007586251828265021,1.0982025227545287,0.0,-0.005732751823141513,,,0.0,0.0,
1996-03-11,4.9334540367126465,53.801613525270476,0.49052267989023335,-0.036694163766456414,-1.0,0.13985953618852312,0.015981355382183097,0.028622903747034228,0.5583415129165227,-0.01322953212727983,-0.3737300785726446,,,0.042684211152208995,-0.010353303443005668,0.017824160065927488,1.1033811021068947,0.0,0.003524246439633193,,,0.0,0.0,1.0
1996-03-12,5.1870269775390625,60.93664129113238,7.135027765861906,-0.015509171736450805,-1.0,0.12770839224081873,0.023779268388913997,0.027711429104715083,0.8581032865197115,0.03850296455656633,1.1318497660321383,,,0.09627678540294937,-0.01847140637337641,0.05307508689230829,1.430983083722979,0.0,0.0735506170954978,,,0.0,0.0,0.0
1996-03-13,5.098388195037842,57.58845331408468,-3.3481879770477008,-0.00801482825582285,-1.0,0.12045530785284907,0.02603516646735938,0.027953342592301866,0.9313793647894282,0.022697743540111105,0.7183419660760922,,,0.040531312444583634,-0.035858495366489995,0.00977763742809462,1.0336218236981358,0.0,-0.017663100734972886,,,0.0,0.0,
1996-03-14,5.097266674041748,57.54536990950235,-0.043083404582333173,-0.003890969335271832,-1.0,0.1158152365577602,0.02629505858260411,0.02774551843035237,0.9477227339835351,0.023567039079278488,0.7750769562032956,,,0.031093870284115255,-0.02048311593919372,0.0006607219343207223,1.0790187934855175,0.0,-0.00023735780520821157,,,0.0,0.0,0.0
1996-03-15,4.930087089538574,51.37530756956466,-6.170062339937687,-0.012684413703739544,-1.0,0.11744169784797635,0.031685042237079596,0.02843087313838897,1.11445899261872,-0.008193761992804197,-0.2742559017549543,,,0.0025093903364425962,-0.03555766743044897,-0.027661047661707353,1.111136250037227,0.0,-0.03644292294017754,,,0.0,0.0,0.0
1996-03-18,4.705687999725342,44.48119809929624,-6.894109470268418,-0.032735911448806596,-1.0,0.12633106056854954,0.03771660034203495,0.02992521435483286,1.2603619106889972,-0.048957853018866654,-1.5886720398929162,,,-0.046167661701592366,-0.0886569428228341,-0.035640437684327265,1.175600999703542,0.0,-0.053508952179928244,,,0.0,0.0,0.0
1996-03-19,4.416211128234863,37.491830967517714,-6.989367131778529,-0.06287110652935562,-1.0,0.17065091422731524,0.023902020635241765,0.030722774744840066,0.7779902965716384,-0.10316126911779178,-2.6279403037835323,,,-0.1486045576092041,-0.09704032100497739,-0.05837317767340066,1.7654555728838754,0.0,-0.10860442851793056,,,0.0,0.0,
1996-03-20,4.416211128234863,37.491830967517714,0.0,-0.07912979738686672,-1.0,0.19798771847942506,0.02742679136235375,0.030722774744840066,0.8927185643269451,-0.0988183618026219,-2.159279484798412,,,-0.13380249614317863,-0.09704032100497739,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
1996-03-21,4.732614517211914,47.8744845183253,10.38265355080759,-0.06546617886591048,-1.0,0.1806259337179413,0.052761256152386776,0.03279946255170069,1.60860124062158,-0.030133183220607023,-0.6706170649428066,,,-0.07153876384118873,-0.08084574683994228,0.028780435558170767,1.1356128588502528,0.0,0.08136199712212394,,,0.0,0.0,0.0
1996-03-22,4.5407538414001465,43.18978097473657,-4.684703543588732,-0.06605112053213359,-1.0,0.19370800679735478,0.05357156578896954,0.03379854483172149,1.5850258067527854,-0.06414736872829595,-1.379575911113345,,,-0.07897086624789562,-0.10859011568720789,-0.022227548561272296,1.1306798138323166,0.0,-0.04583787511525279,,,0.0,0.0,0.0
1996-03-25,4.513824462890625,42.56026412216514,-0.6295168525714345,-0.06486004612577655,-1.0,0.1981414018228781,0.05082306072045977,0.03375383858875815,1.5056972138684872,-0.06399414640377168,-1.3452662554608095,,,-0.04077268549166779,-0.11582405468675061,-0.018541179175334606,0.7716660763663087,0.0,-0.004576440075645702,,,0.0,0.0,0.0
1996-03-26,4.484651565551758,41.84864811471303,-0.7116160074521076,-0.0626135843062749,-1.0,0.20415774819348115,0.04118114604209336,0.0337269241367497,1.2210169499928205,-0.06459178482184508,-1.3186575709512482,,,0.015497546500737647,-0.11138301364209535,-0.0007500529885190438,0.8993887071477861,0.0,-0.005812759144062126,,,0.0,0.0,1.0
1996-03-27,4.64397668838501,47.05524243141549,5.206594316702464,-0.04765117703744699,-1.0,0.1911023164842494,0.043380163134738324,0.03489194408997914,1.243271599394686,-0.027022011303913022,-0.5665920784257166,,,0.051574880261936906,-0.08429200621345834,-0.00024156295879795796,0.6400168218728898,0.0,0.022737721597709072,,,0.0,0.0,1.0
1996-03-28,4.704565048217773,48.92793696682104,1.8726945354055502,-0.0316955584993195,-1.0,0.18904247032109128,0.028058000316618405,0.03217768451008228,0.8719707693021526,-0.013817896228281711,-0.2889663150942033,,,-0.005926844219432681,-0.010384446179922069,0.010361535071506695,0.6278091507836608,0.0,0.008190809146204087,,,0.0,0.0,0.0
1996-03-29,4.641732215881348,47.06860296316434,-1.8593340036567056,-0.023758045829129604,-1.0,0.19309759085333647,0.019896579026494332,0.03228136147462548,0.6163488191826695,-0.025568108988500017,-0.5297757297993488,,,0.02223824017072551,-0.029101468702733224,-0.012177682639886831,0.5898406216903267,0.0,-0.007877743533787738,,,0.0,0.0,1.0
1996-04-01,4.68549108505249,48.5354105803221,1.4668076171577624,-0.01440564134596145,-1.0,0.19176582339245138,0.01903820073681889,0.03228264234636388,0.5897348963122665,-0.015906690300547477,-0.32862010546430503,,,0.03803130218580342,-0.00972269336595366,0.005054123310374266,0.46583406076557204,0.0,0.004391544098722235,,,0.0,0.0,
1996-04-02,4.697833061218262,48.96497806634496,0.42956748602286154,-0.006628797927974439,-1.0,0.19155348423483365,0.01774465313420987,0.03228799541216477,0.5495743203532675,-0.012965599575882714,-0.26735730440408345,,,0.04753579905828764,-0.007114219954282408,0.00047786719198227533,0.6684139351871506,0.0,0.0017606583188829635,,,0.0,0.0,1.0
1996-04-03,4.7371039390563965,50.38408297331505,1.419104906970091,0.0014864873207031323,1.0,0.18803302363939048,0.01040895465279382,0.031273688781937856,0.3328342468767394,-0.0030106849849641376,-0.0626127064966522,,,0.020053341547623615,-0.0332032810506353,-0.013781865037042845,0.5527659410149737,0.0,0.004620769503685071,,,0.0,0.0,0.0
1996-04-04,4.681003093719482,48.31712904531364,-2.0669539280014106,0.003298696116954436,1.0,0.18685876953097877,0.01095163869599227,0.0312636326906668,0.3502996214276048,-0.012088427267449211,-0.2553054220112258,,,-0.005008317295393083,-0.05310945937069356,-0.001913819155879861,0.47725989370072286,0.0,-0.005652120752779948,,,0.0,0.0,
1996-04-05,4.681003093719482,48.31712904531365,7.105427357601002e-15,0.004637966215965954,1.0,0.18373285794965033,0.008532702954638791,0.031259435036246876,0.27296408091651997,-0.009614246046495125,-0.20598984515111143,,,0.008460392804171768,-0.04814063678397773,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0
1996-04-08,4.759542942047119,51.54465084896917,3.22752180365552,0.010612259523956391,1.0,0.17642214021638827,0.010581107720120999,0.03152473552182007,0.3356446150927169,0.00885892976477625,0.19405262581975138,,,0.015804502804597442,-0.03525138642649872,0.0040236369307951455,0.5021814202843827,0.0,0.00842581211599944,,,0.0,0.0,
1996-04-09,4.765152931213379,51.776304787211366,0.2316539382421965,0.014500112536431867,1.0,0.15184969363284898,0.010620026596457123,0.029003612671854945,0.3661621990546984,0.014584400106826679,0.3690695910924306,,,0.01432998344510339,-0.08133253367535753,-0.01117589056021858,0.744448730895228,0.0,0.0008774685649462076,,,0.0,0.0,
1996-04-10,4.762909889221191,51.66994046263817,-0.10636432457319245,0.01634220672149681,1.0,0.13170037807343507,0.010210407843804638,0.028841483889375942,0.3540181178946118,0.01774164073166175,0.5160490808347709,,,0.005447621689705917,-0.06580085567889171,-0.01279067008190176,0.6862265082906998,0.0,-0.0003230189873163481,,,0.0,0.0,0.0
1996-04-11,4.713540554046631,49.27078192570198,-2.3991585369361914,0.01376075615528561,1.0,0.10589145855459395,0.009752249876550012,0.028879157663554374,0.3376916318046698,0.011338597018332688,0.4127847098117209,,,0.0069509589452747544,-0.07528076212870605,-0.0009513157072285415,0.5461139939139147,0.0,-0.005660674973101889,,,0.0,0.0,1.0
1996-04-12,4.84257173538208,55.13429097095217,5.86350904525019,0.019895777982343172,1.0,0.09624486070901364,0.015016204567412527,0.02880164492051419,0.5213662139386046,0.03999998443421774,1.5580117734600343,,,0.034515816039381475,-0.01775127955491862,0.027374526241792155,0.8921548025201825,0.0,0.02442236080995324,,,0.0,0.0,1.0
1996-04-15,4.967114448547363,59.9465371166386,4.81224614568643,0.03084071780229018,1.0,0.10838180343190364,0.01690060844489727,0.027307784840609143,0.6188934233788358,0.06376080314395381,2.15613135868191,,,0.0436116469643546,0.055555414816554016,0.006136494088457472,1.2784433736293697,0.0,0.032879390348859054,,,0.0,0.0,
1996-04-16,4.978333473205566,60.35901361956296,0.4124765029243562,0.03692432391553536,1.0,0.110433583678649,0.01678717892991692,0.022706044537709334,0.7393264336303672,0.05978439544334574,1.991548786265436,,,0.04473739774347685,0.12728611215546226,-0.000675723397632537,1.1426270990778429,0.0,0.0025808065693823682,,,0.0,0.0,1.0
1996-04-17,5.190394401550293,67.22878031806977,6.869766698506808,0.05237513064270667,1.0,0.12326554074392058,0.021234827927894613,0.02404722290071507,0.8830469953045254,0.09589717714943928,2.7676815832055044,,,0.08975280286039622,0.17530485994333933,0.01447365230126531,1.1361062419619792,0.0,0.048394456832873446,,,0.0,0.0,1.0
1996-04-18,5.475382328033447,73.80004025310737,6.571259935037602,0.07742181755526312,1.0,0.16582342917120976,0.019825517073702816,0.021927189254106458,0.904152230545917,0.14707473047106479,3.014548327551081,,,0.16162834821326966,0.15694661124842968,0.023060858396679818,1.8973767757943187,1.0,0.10417887953358748,,,0.0,0.0,1.0
1996-04-19,5.510165214538574,74.4728348136563,0.6727945605489367,0.09102606643944736,1.0,0.19695877052391386,0.022694353158165415,0.018799244642224832,1.2071949479923152,0.14275758440415134,2.472814551369854,,,0.13785928544511705,0.2134912851473818,-0.0018293973998843376,1.8233581879344816,0.0,0.011583056142838792,,,0.0,0.0,0.0
1996-04-22,5.3351311683654785,65.37505336362051,-9.097781450035797,0.08314776634683929,1.0,0.21253629114373326,0.034562247775989915,0.020731582344664788,1.6671302364377607,0.09711348624086384,1.6237407410356437,,,0.07409064631593942,0.1819536209764112,-0.04133065732173659,1.5751089847743527,0.0,-0.05003437973896388,,,0.0,0.0,0.0
1996-04-23,5.299228191375732,63.657232089048215,-1.7178212745722945,0.07090712347200609,1.0,0.21491721628921573,0.035600314411545805,0.020741854171430946,1.7163515911986473,0.08067923734916538,1.3543021372471187,,,0.06445826096168306,0.1816365472138426,0.0025472964445011855,1.5464098023988035,0.0,-0.010406626154095525,,,0.0,0.0,1.0
1996-04-24,5.728954792022705,72.85214945827175,9.194917369223539,0.08612770355185267,1.0,0.23031761361404257,0.04617408015210969,0.025754129290203345,1.7928806534986965,0.15553030389772712,2.2783913499422996,,,0.10376097629720626,0.2336312553745845,0.03318502135497913,1.4201688361682778,0.0,0.11516475687998746,,,0.0,0.0,0.0
1996-04-25,5.437233924865723,61.48041827260243,-11.371731185669326,0.07152516378813734,1.0,0.25029405433744845,0.050652676159624335,0.02920854692339894,1.7341730929807577,0.08864622835577794,1.2683664646012203,,,-0.006967258335990212,0.1557357309631644,-0.057198432660527605,1.591590724033338,0.0,-0.08104449119070209,,,0.0,0.0,1.0
1996-04-26,5.485479831695557,62.522338246409575,1.041919973807147,0.06052842451542889,1.0,0.25239734836813943,0.05074906329262867,0.028786591552258545,1.7629410276134962,0.08910660593309247,1.2637946584889421,,,-0.004479971449473985,0.18177429816554014,0.0101240209677015,1.5617537739584464,0.0,0.013857823318021456,,,0.0,0.0,0.0
1996-04-29,5.44059944152832,60.87282025207378,-1.6495179943357954,0.046287139140989225,1.0,0.2550793004646784,0.04807110257360695,0.0290337481143257,1.6556974450669677,0.07215888990450611,1.0286728300389543,,,0.019768637327646887,0.16115885032515664,0.001859635695512979,1.0178666599295,0.0,-0.00832784993062986,,,0.0,0.0,1.0
1996-04-30,5.489969253540039,62.05865481263673,1.1858345605629523,0.0366681168035998,1.0,0.25275747831515355,0.047638913500627614,0.029008062033052156,1.6422646037624722,0.07350909795767023,1.056216977844104,,,0.03599412127123136,0.1686173565555258,0.01095052572126279,1.0301617747708236,0.0,0.009348031169853579,,,0.0,0.0,1.0
1996-05-01,5.970187664031982,71.20143728771271,9.142782475075975,0.057862661394054604,1.0,0.2560830298552429,0.05010786460228015,0.0339943400789876,1.4740060988344514,0.1535045550191339,2.026016358638987,,,0.042107658511319146,0.2603032867421544,-0.003558103654604307,1.1611354586975107,0.0,0.10156680276160046,,,0.0,0.0,
1996-05-02,5.974674701690674,71.27109837949173,0.06966109177902524,0.06676755419841551,1.0,0.2691222442062482,0.03859903252801992,0.033640920924532414,1.1473833494216812,0.14012274166749147,1.7804476796228876,,,0.0988445198885246,0.276366321933629,0.008522722961116499,1.1522829701743798,0.0,0.0008660258892345979,,,0.0,0.0,0.0
1996-05-03,5.838911533355713,66.06405024082329,-5.207048138668441,0.058400104899764826,1.0,0.2744537767671797,0.04311590210316446,0.034469469327119154,1.2508432228529451,0.10204032868113395,1.315306431464213,,,0.0644304076405493,0.24736331432675196,-0.014207128023640632,1.0621620166938408,0.0,-0.024135620409693886,,,0.0,0.0,0.0
1996-05-06,5.51128625869751,55.52203513514722,-10.542015105676072,0.02726802465772854,1.0,0.2781247229087794,0.0532231538978127,0.03761039191989179,1.4151183005796721,0.03287663771543658,0.44619134306416813,,,0.012992468555878878,0.15794443411977266,-0.033070889658398335,1.2242592780918513,0.0,-0.06869401599019921,,,0.0,0.0,1.0
1996-05-07,5.578607082366943,57.03904724917564,1.517012114028418,0.008641897839401419,1.0,0.2603636116900689,0.053320989974440826,0.037585701508941693,1.4186509186679856,0.03758430537053889,0.5424061945979235,,,0.016145414433741845,0.17070892852675557,0.013659625305682222,1.1100639114861413,0.0,0.013559523737135927,,,0.0,0.0,1.0
1996-05-08,5.60890007019043,57.73756275799511,0.6985155088194688,-0.0035520539206569113,-1.0,0.24072179561415002,0.02789929930230932,0.03753411476811255,0.7433051098892952,0.03507521934986048,0.548826235893142,,,-0.0605152826297517,0.17762044645937447,0.024385216178063693,1.5130916742217746,1.0,0.008216400077341625,,,0.0,0.0,0.0
1996-05-09,5.47201681137085,53.50422305333971,-4.2333397046554,-0.021735917522492543,-1.0,0.21656207542543726,0.027266246270411965,0.03804057471061485,0.7167674641572538,0.0027964768685541375,0.05020394221115141,,,-0.0841314239547779,0.16091433787984655,-0.005708428601784615,1.1308446876881302,0.0,-0.02759787197711763,,,0.0,0.0,0.0
