Date,actual_return,pred_return,residual
2022-06-08,-0.046897195,-0.0006255893,-0.046271607
2022-06-09,-0.08530597,0.026423015,-0.11172898
2022-06-10,-0.04577695,0.031730037,-0.07750699
2022-06-13,-0.045007233,0.026092319,-0.07109955
2022-06-14,-0.016742114,0.03669718,-0.053439293
2022-06-15,-0.034934383,0.037255496,-0.07218988
2022-06-16,-0.03712902,0.038249854,-0.07537887
2022-06-17,-0.03472964,0.037339047,-0.07206869
2022-06-20,-0.019818835,0.033029158,-0.052847993
2022-06-21,-0.021825815,0.029110182,-0.050936
2022-06-22,0.02975346,0.032558043,-0.002804583
2022-06-23,0.05302352,0.03285735,0.02016617
2022-06-24,-0.03653934,0.032673314,-0.06921265
2022-06-27,-0.031673137,0.032979682,-0.064652815
2022-06-28,-0.037366044,0.023919579,-0.061285622
2022-06-29,-0.06522874,0.020003181,-0.085231915
2022-06-30,-0.0799607,0.018293688,-0.09825438
